,data_peso_predito,idGalpao,nroLote,day,peso_predito,sexo,qtde,mort,km,idIntegrador,granja,nucleo,aviario,qtdInicial,consumo,lucro,custo,custoAlimentar
8,2024-10-08,2100206,84150,40.0,2.8277257099915474,m,19329.0,-26.0,10.9,SSA,210,2,6,20500.0,4.865338979142835,33537.80046001839,212473.8527681498,243224.65
8,2024-10-08,3880108,84029,43.0,2.7119141394071167,m,40293.0,-86.0,10.7,SSA,388,1,8,43500.0,4.5690553994945775,67525.8794693054,424303.5955732031,514442.61
8,2024-10-08,2100205,84149,40.0,2.5993675937223393,m,18790.0,-26.0,10.9,SSA,210,2,5,20500.0,4.487377285178283,24015.772458420397,195822.59654585805,231664.9
8,2024-10-08,1970102,84519,39.0,2.5124732858568466,x,18501.0,-23.0,36.8,SSA,197,1,2,21000.0,4.3506064291478825,15746.777243661316,193474.41320196918,230115.74
8,2024-10-08,3350107,83743,46.0,3.2603693155977687,m,28564.0,-107.0,94.8,SSA,335,1,7,31000.0,5.914246170613311,34027.47232347063,385147.00795396615,376703.10000000003
8,2024-10-08,3090102,83826,45.0,2.8811444432546223,f,20172.0,-36.0,40.5,SSA,309,1,2,21500.0,5.024724544377311,24386.174255305814,237204.94988239862,263645.43000000005
8,2024-10-08,3840210,84039,46.0,3.252215509263711,m,39582.0,-151.0,13.4,SSA,384,2,10,43500.0,5.734298386905809,71279.21955826314,508130.8839305675,1074507.5000000002
8,2024-10-08,3820101,84097,41.0,2.4333453927341133,x,40981.0,-65.0,16.8,SSA,382,1,1,43500.0,4.0501570875558945,93209.26400253968,355634.6308533651,1025968.26
8,2024-10-08,3010102,84120,40.0,2.4576335400783242,m,27940.0,-39.0,16.0,SSA,301,1,2,30500.0,3.7659536394917734,56330.11548937403,252736.81578578352,369988.4
8,2024-10-08,3010208,84126,39.0,2.8074498848076592,m,27002.0,-35.0,16.0,SSA,301,2,8,30000.0,4.687175686965957,51057.03337883053,290149.2014360529,348003.82
8,2024-10-08,3840212,84031,46.0,3.372915519044998,m,40393.0,-151.0,13.4,SSA,384,2,12,43500.0,6.133488970651989,67300.74759569508,545925.2891043965,560815.78
8,2024-10-08,3900101,84145,39.0,2.5826256056497243,m,30516.0,-37.0,44.4,SSA,390,1,1,32000.0,3.6752466289096635,84326.04709357588,270404.0777284376,360372.24000000005
8,2024-10-08,3090104,83828,45.0,3.3000006839526113,m,18648.0,-57.0,40.5,SSA,309,1,4,20000.0,5.5594154577663195,43549.337479960726,233435.05832736098,266506.36
8,2024-10-08,3900102,84146,39.0,2.393546502692355,f,31738.0,-23.0,44.4,SSA,390,1,2,33000.0,3.615551449938345,62696.75912405958,279227.9123158678,358195.30000000005
8,2024-10-08,3880104,84022,45.0,2.717968490062926,f,41152.0,-72.0,10.7,SSA,388,1,4,43500.0,4.856179884143257,46921.490752673766,456514.6359504423,515312.95999999996
8,2024-10-08,3010310,84128,39.0,2.2744114956211816,f,31123.0,-23.0,16.0,SSA,301,3,10,33000.0,3.630601759761163,45825.608968170825,272784.46794278856,341059.6599999999
8,2024-10-08,1700205,83817,43.0,2.9365510460300563,m,29978.0,-62.0,39.6,SSA,170,2,5,31500.0,5.074537729478943,51971.58664511179,344260.1179426467,391564.29
8,2024-10-08,2970101,84095,38.0,2.4528391877192455,m,20238.0,-24.0,25.4,SSA,297,1,1,21500.0,3.764296218432609,41942.01893536796,181490.13928889253,222374.27999999997
8,2024-10-08,3880101,84024,43.0,2.7240645112938937,f,39861.0,-51.0,10.7,SSA,388,1,1,44500.0,4.213786165641785,86974.46547249309,401761.82814407814,492674.13999999996
8,2024-10-08,3840214,84053,45.0,2.6871664831061732,f,38159.0,-70.0,13.4,SSA,384,2,14,42400.0,4.49919552553955,57615.63187263883,403915.0439430081,988285.08
8,2024-10-08,3820209,84105,42.0,2.853898142999599,m,40512.0,-72.0,16.8,SSA,382,2,9,43000.0,4.878894766944904,72291.9030409538,448100.7611420143,464221.5899999999
8,2024-10-08,2450102,84033,43.0,2.7852434691315553,x,19264.0,-42.0,35.7,SSA,245,1,2,20000.0,4.849724067884129,3681.4209474032687,237819.41983486235,220398.52
8,2024-10-08,2750101,84090,39.0,2.8059164749181527,m,18538.0,-23.0,49.5,SSA,275,1,1,20000.0,4.708062081885423,25014.94731162928,209109.42702213,249548.62
8,2024-10-08,3010413,84131,39.0,2.1926382895296745,f,31523.0,-23.0,16.0,SSA,301,4,13,33000.0,3.4729577622186807,44598.227982337645,266504.3061582609,342756.58
8,2024-10-08,2100103,84147,40.0,2.7187640919118845,f,20448.0,-16.0,10.9,SSA,210,1,3,21500.0,4.35965990546471,43367.328375222074,206858.0615942933,218757.44000000003
8,2024-10-08,1700204,83816,43.0,2.9375982707412502,m,30196.0,-62.0,39.6,SSA,170,2,4,31500.0,5.094616545834425,51842.6186796985,347412.8132625474,388318.57
8,2024-10-08,3010311,84129,39.0,2.64165389762827,m,29119.0,-37.0,16.0,SSA,301,3,11,32000.0,4.205622615889937,58073.921955961094,288153.4396665531,344716.74000000005
8,2024-10-08,190102,84077,41.0,2.877797478259494,m,20015.0,-30.0,44.6,SSA,19,1,2,21000.0,4.524204880246231,50255.16436180213,208998.45912786224,273947.48999999993
8,2024-10-08,2490102,84114,39.0,2.1833884737157567,f,21336.0,-16.0,16.6,SSA,249,1,2,22000.0,3.378327021268372,33938.98770130065,175739.0912135718,224948.12
8,2024-10-08,3840104,84021,47.0,2.8588767394679238,f,40329.0,-109.0,13.4,SSA,384,1,4,44500.0,5.20614321935915,37187.611256679054,481758.0645003555,527009.44
8,2024-10-08,3350102,83752,47.0,3.946340277217697,m,27727.0,-125.0,94.8,SSA,335,1,2,29800.0,6.663445412002388,78768.63562780892,413731.58044792543,384473.14
8,2024-10-08,2590102,84531,38.0,2.578731248840462,x,30620.0,-31.0,16.4,SSA,259,1,2,32000.0,3.492332370777987,119511.42039694393,235890.91913162282,332134.9100000001
8,2024-10-08,1700102,83814,43.0,2.7480173941034596,x,19613.0,-45.0,39.6,SSA,170,1,2,21500.0,4.930821083103315,38745.237188500585,203844.55285413016,250233.53999999998
8,2024-10-08,1700203,83815,43.0,2.6136240024180966,f,30844.0,-37.0,39.6,SSA,170,2,3,32500.0,4.634744018445248,31668.947986401443,331177.45091995614,365252.56000000006
8,2024-10-08,2490101,84113,39.0,2.0408038448484067,f,21975.0,-16.0,16.6,SSA,249,1,1,22500.0,3.341925321117773,22605.277304129006,179249.55956780835,216428.33000000002
8,2024-10-08,2970102,84096,38.0,2.2387777191447857,f,21350.0,-16.0,25.4,SSA,297,1,2,22500.0,3.6413327314559574,23694.978273608896,191443.38899753016,203657.44
8,2024-10-08,1540101,84060,43.0,2.5303551318152366,f,20575.0,-24.0,39.6,SSA,154,1,1,21200.0,4.497049454592183,20070.343557846616,214260.9742659337,245533.84
8,2024-10-08,2970103,84117,38.0,2.674084492183009,m,30836.0,-35.0,25.4,SSA,297,1,3,32000.0,4.043572837955252,80321.8073942766,290821.96297942306,340358.47000000003
8,2024-10-08,3010312,84130,39.0,2.256936527220239,f,31590.0,-23.0,16.0,SSA,301,3,12,33000.0,3.6142266910769414,46364.61643973837,274541.49221214966,334112.42000000004
8,2024-10-08,3840105,84034,46.0,3.136857606542117,x,39288.0,-149.0,13.4,SSA,384,1,5,42900.0,5.4482722422472225,113130.26868182368,441576.8495860423,521723.0
8,2024-10-08,2100102,84144,40.0,2.2073648564354076,f,20555.0,-16.0,10.9,SSA,210,1,2,21500.0,3.5114081549090828,29118.838062915194,175102.26512984294,222649.76000000004
8,2024-10-08,3840209,84038,46.0,2.743354558254834,f,36476.0,-90.0,13.4,SSA,384,2,9,44500.0,5.043529370905367,11071.836653941951,439327.93384798995,499240.48
8,2024-10-08,3010205,84123,39.0,2.049683201013242,f,29807.0,-22.0,16.0,SSA,301,2,5,31500.0,3.618067127545371,13980.72489938102,261007.45228449928,325916.02999999997
8,2024-10-08,2970104,84118,38.0,2.357147831651335,f,32148.0,-23.0,25.4,SSA,297,1,4,33000.0,3.7125407663377565,56663.838712550874,284411.087089613,329927.6599999999
8,2024-10-08,3820208,84104,42.0,2.4842605209108513,f,42480.0,-43.0,16.8,SSA,382,2,8,44000.0,4.412351837857557,42164.749089295045,432832.0234749516,481664.11999999994
8,2024-10-08,120102,84110,42.0,2.6129536056705236,f,20857.0,-21.0,11.8,SSA,12,1,2,21500.0,4.030587460765657,44152.737815653236,201144.44064831574,243038.45
8,2024-10-08,3010415,84133,39.0,2.3130707385078173,x,30037.0,-36.0,16.0,SSA,301,4,15,32500.0,3.668665711971014,69530.01878537604,243189.13489691343,689808.3600000001
8,2024-10-08,1880102,84157,38.0,2.466907571826022,m,17972.0,-21.0,11.2,SSA,188,1,2,19000.0,3.776328680050031,49955.070457688096,149597.9477690505,462313.66
8,2024-10-08,2370102,84092,40.0,2.757952252879068,m,19388.0,-26.0,38.6,SSA,237,1,2,20000.0,4.5441392979694095,31375.13448761421,209298.6389453518,254636.33000000005
8,2024-10-08,3010309,84127,39.0,2.4997821976062875,m,28489.0,-37.0,16.0,SSA,301,3,9,32000.0,3.8478534035136356,56336.79624300409,264207.7476762484,357033.61
8,2024-10-08,3820206,84102,42.0,2.4651501942663057,f,42275.0,-43.0,16.8,SSA,382,2,6,44000.0,4.413138338388159,37815.082110937044,431253.1421952619,455849.24
8,2024-10-08,3010101,84119,40.0,2.300064244309452,f,30462.0,-24.0,16.0,SSA,301,1,1,31500.0,3.5952894129183997,51866.38498642057,263494.186116285,332738.30000000005
8,2024-10-08,3880102,84025,43.0,2.94444054879715,m,38092.0,-86.0,10.7,SSA,388,1,2,43500.0,4.607251217155748,93622.84968010144,411207.64218079805,483770.67
8,2024-10-08,3840106,84035,46.0,3.1320764666808736,x,39830.0,-148.0,13.4,SSA,384,1,6,42500.0,5.440948203854291,116822.56867533771,444679.90743587655,1081827.0000000002
8,2024-10-08,3010206,84124,39.0,2.680657840392774,m,28810.0,-36.0,16.0,SSA,301,2,6,30500.0,4.48264965974342,51300.805891389144,296310.3095787138,351475.6099999999
8,2024-10-08,190104,84079,41.0,2.999231839185387,m,30238.0,-45.0,44.6,SSA,19,1,4,31000.0,4.641616964331181,87395.27849844878,320803.8878636993,392691.81
8,2024-10-08,2930102,84512,38.0,2.2210059234445194,m,20847.0,-24.0,30.3,SSA,293,1,2,21500.0,3.4986942039042987,32836.72795300663,175565.47054469498,239235.77000000002
8,2024-10-08,1880101,84159,38.0,2.118976076973803,f,18623.0,-14.0,11.2,SSA,188,1,1,20000.0,3.448866259548933,27444.407176515437,150172.66618164015,455928.52
8,2024-10-08,3820205,84101,41.0,2.6846789208868223,m,17883.0,-31.0,16.8,SSA,382,2,5,21500.0,4.464852292945537,25685.659540869558,190407.8597122584,263238.14
8,2024-10-08,3820207,84103,42.0,2.9241006808701333,m,40650.0,-72.0,16.8,SSA,382,2,7,43000.0,5.02630836575295,75160.51419036213,459849.4675504844,971303.2999999999
8,2024-10-08,3350104,83741,46.0,3.2274217298338113,f,28801.0,-60.0,94.8,SSA,335,1,4,30000.0,5.669851349354176,46439.508036740415,371941.82452074677,336530.87000000005
8,2024-10-08,3350101,83751,47.0,3.3003776804586544,f,30184.0,-77.0,94.8,SSA,335,1,1,31400.0,5.938805521816901,41527.684100108454,406855.63408113667,372177.19
8,2024-10-08,2490103,84115,39.0,2.173771930085437,m,19912.0,-25.0,16.6,SSA,249,1,3,21000.0,3.4676052381551417,27877.376883144607,166944.56728690278,237093.68
8,2024-10-08,2100101,84143,40.0,2.2434076094322477,x,19648.0,-27.0,10.9,SSA,210,1,1,21000.0,3.525161368645528,45308.04040457672,153089.16526369506,227650.08000000002
8,2024-10-08,3880106,84023,45.0,3.3562108933461285,m,39572.0,-120.0,10.7,SSA,388,1,6,42000.0,4.9040927499032145,157307.45896307286,440479.25163611723,533745.68
8,2024-10-08,3010414,84132,39.0,2.556448968881026,m,30533.0,-37.0,16.0,SSA,301,4,14,32000.0,4.0085416743227675,64951.343891758006,286378.9658154085,353427.5900000001
8,2024-10-08,3880107,84028,43.0,2.330396393034003,f,39103.0,-51.0,10.7,SSA,388,1,7,44500.0,4.01033554228521,28717.261767885124,381438.5694279105,1023436.22
8,2024-10-08,1700206,83818,43.0,2.4903233558416997,f,31591.0,-37.0,39.6,SSA,170,2,6,32500.0,4.453898926123926,28001.981402322766,326099.81350758974,371335.19
8,2024-10-08,2450101,84032,45.0,3.105610741798791,m,17922.0,-54.0,35.7,SSA,245,1,1,19000.0,5.067163128471625,56693.41489031314,193826.64458073207,238734.93000000002
8,2024-10-08,3840211,84030,46.0,2.507366083430817,f,39560.0,-90.0,13.4,SSA,384,2,11,44500.0,4.734341056645212,8225.664415779756,438234.8371588349,525773.13
7,2024-10-09,3350101,83751,48.0,3.3708878777949383,f,30091.0,-93.0,94.8,SSA,335,1,1,31400.0,6.188472297045316,35753.541769922245,420798.1337054822,372177.19
7,2024-10-09,2590102,84531,39.0,2.6699156164551825,x,30585.0,-35.0,16.4,SSA,259,1,2,32000.0,3.678158020666965,122115.46205359855,245433.35839729867,332134.9100000001
7,2024-10-09,2100204,84148,41.0,2.3266208258380856,f,20737.0,-18.0,10.9,SSA,210,2,4,21500.0,4.0161249926361,21371.571939391026,195788.78749099412,230134.92
7,2024-10-09,2100103,84147,41.0,2.802594399318681,f,20430.0,-18.0,10.9,SSA,210,1,3,21500.0,4.575334210951107,42678.409386489715,215035.36371845132,218757.44000000003
7,2024-10-09,3840108,84037,47.0,3.175237864169701,m,38645.0,-180.0,13.4,SSA,384,1,8,43000.0,5.716770476467137,54641.54119155754,497662.96854947484,535274.22
7,2024-10-09,3090104,83828,46.0,3.387792803604115,m,18579.0,-69.0,40.5,SSA,309,1,4,20000.0,5.81350068393681,41218.836324083735,242082.21672013827,266506.36
7,2024-10-09,3880104,84022,46.0,2.7838629137286213,f,41064.0,-88.0,10.7,SSA,388,1,4,43500.0,5.071193532754327,41638.23130440898,472900.5453443649,515312.95999999996
7,2024-10-09,3840212,84031,47.0,3.458623214546332,m,40211.0,-182.0,13.4,SSA,384,2,12,43500.0,6.407316217290908,59880.516738644685,566094.699319987,560815.78
7,2024-10-09,3010312,84130,40.0,2.332144380719093,f,31565.0,-25.0,16.0,SSA,301,3,12,33000.0,3.7993591027317715,45950.691058290715,285386.5412773785,334112.42000000004
7,2024-10-09,190103,84078,42.0,2.735274661784044,f,31415.0,-31.0,44.6,SSA,19,1,3,32000.0,4.54016486478003,58016.872196576674,328747.99720667914,370442.24999999994
7,2024-10-09,2490101,84113,40.0,2.1095964805776144,f,21958.0,-17.0,16.6,SSA,249,1,1,22500.0,3.5141488416378532,22229.85599743534,186267.80436443986,216428.33000000002
7,2024-10-09,2490102,84114,40.0,2.256256333633949,f,21319.0,-17.0,16.6,SSA,249,1,2,22000.0,3.5523895754610733,33877.32144535176,182625.85917876472,224948.12
7,2024-10-09,3840209,84038,47.0,2.806713892770264,f,36367.0,-109.0,13.4,SSA,384,2,9,44500.0,5.262462850147767,5320.870973706478,454104.1394131248,499240.48
7,2024-10-09,3010413,84131,40.0,2.265628966053028,f,31498.0,-25.0,16.0,SSA,301,4,13,33000.0,3.6512240136805474,44278.90821051411,276924.9698479809,342756.58
7,2024-10-09,3010311,84129,40.0,2.738165620171236,m,29078.0,-41.0,16.0,SSA,301,3,11,32000.0,4.428399179982186,58351.853243376885,300019.47670155286,344716.74000000005
7,2024-10-09,2450102,84033,44.0,2.8614391723076524,x,19214.0,-50.0,35.7,SSA,245,1,2,20000.0,5.07636804724551,751.833038459532,246711.76180903375,220398.52
7,2024-10-09,2490103,84115,40.0,2.2545371485844456,m,19885.0,-27.0,16.6,SSA,249,1,3,21000.0,3.65356248178856,28068.427844908932,173718.02402449833,237093.68
7,2024-10-09,3010414,84132,40.0,2.649953670509885,m,30492.0,-41.0,16.0,SSA,301,4,14,32000.0,4.221476343446077,65419.23624093371,298272.30909173086,353427.5900000001
7,2024-10-09,2450101,84032,46.0,3.189398258567818,m,17856.0,-66.0,35.7,SSA,245,1,1,19000.0,5.300258295256312,55152.99301788685,201178.48574985948,238734.93000000002
7,2024-10-09,3010310,84128,40.0,2.3499883236860994,f,31098.0,-25.0,16.0,SSA,301,3,10,33000.0,3.816506418098469,45419.16111426556,283513.6348275809,341059.6599999999
7,2024-10-09,3840213,84052,46.0,3.05795896832783,m,37327.0,-144.0,13.4,SSA,384,2,13,41500.0,5.184377020583269,71777.76573528134,441986.3335476076,519704.54
7,2024-10-09,3010415,84133,40.0,2.391992642912501,x,29996.0,-41.0,16.0,SSA,301,4,15,32500.0,3.8589042529030166,70177.64851695654,252770.05261997553,689808.3600000001
7,2024-10-09,2370102,84092,41.0,2.8534201661066567,m,19359.0,-29.0,38.6,SSA,237,1,2,20000.0,4.778196477146742,30708.141958399443,217924.2218830607,254636.33000000005
7,2024-10-09,3010309,84127,40.0,2.5914492139206216,m,28448.0,-41.0,16.0,SSA,301,3,9,32000.0,4.052770742065974,56934.63659246004,274886.04752403987,357033.61
7,2024-10-09,2490104,84116,40.0,2.645716227636944,m,20716.0,-28.0,16.6,SSA,249,1,4,21500.0,4.2381850176187825,44091.117670707696,202602.64915943527,243587.85000000003
7,2024-10-09,2100205,84149,41.0,2.689982022709035,m,18760.0,-30.0,10.9,SSA,210,2,5,20500.0,4.718803923275875,23363.390426010214,203775.35599383258,231664.9
7,2024-10-09,3880108,84029,44.0,2.7931666962467356,m,40190.0,-103.0,10.7,SSA,388,1,8,43500.0,4.789802163069844,64715.677712703415,440554.74250652216,514442.61
7,2024-10-09,3010208,84126,40.0,2.9092738674131224,m,26964.0,-38.0,16.0,SSA,301,2,8,30000.0,4.933499406081991,50768.31320413679,302315.60498059756,348003.82
7,2024-10-09,2970103,84117,39.0,2.7759610168076825,m,30799.0,-37.0,25.4,SSA,297,1,3,32000.0,4.26319701242947,81608.75060004002,303212.4513282858,340358.47000000003
7,2024-10-09,2100206,84150,41.0,2.925472714013665,m,19299.0,-30.0,10.9,SSA,210,2,6,20500.0,5.1148515156952685,32507.731988736457,221612.86729404508,243224.65
7,2024-10-09,2590101,84530,39.0,2.834740451884216,x,21745.0,-25.0,16.4,SSA,259,1,1,22500.0,4.000569442140484,91689.03986263846,185759.04163648805,240406.92
7,2024-10-09,3090103,83827,46.0,2.948863132811777,f,19300.0,-42.0,40.5,SSA,309,1,3,21000.0,5.230935214879286,19254.163151278597,236911.51299188752,255024.27
7,2024-10-09,3090102,83826,46.0,2.950091119059176,f,20129.0,-43.0,40.5,SSA,309,1,2,21500.0,5.247091350982927,20827.284694288333,246452.82629978692,263645.43000000005
7,2024-10-09,3090101,83825,46.0,3.3516257565642262,m,18513.0,-71.0,40.5,SSA,309,1,1,20500.0,5.748190535346323,38411.63140889857,240869.33157946356,276510.44999999995
7,2024-10-09,3880107,84028,44.0,2.3937876948712185,f,39042.0,-61.0,10.7,SSA,388,1,7,44500.0,4.198103900970601,25296.880529865157,395358.74405354756,1023436.22
7,2024-10-09,3010207,84125,40.0,2.5221063801817762,f,27987.0,-23.0,16.0,SSA,301,2,7,30000.0,4.530425901576606,24990.966211696854,292717.4806592285,326664.60000000003
7,2024-10-09,2370101,84089,41.0,2.5233318578407107,f,19302.0,-18.0,38.6,SSA,237,1,1,21000.0,4.382023780634595,15033.98681995686,204188.80037174947,239444.75
7,2024-10-09,1540102,84061,44.0,3.0920643555520755,m,19629.0,-49.0,39.6,SSA,154,1,2,20500.0,5.56427860246918,29677.476065787167,243506.8086235406,256881.12
7,2024-10-09,3010416,84134,40.0,2.7261195487822474,m,30029.0,-41.0,16.0,SSA,301,4,16,32000.0,4.326026851422124,67279.27082108025,301184.48950956966,364462.52999999997
7,2024-10-09,2100207,84151,41.0,2.9113577046776813,m,18003.0,-30.0,10.9,SSA,210,2,7,20500.0,5.091562017593586,26097.375722517434,209814.31485814526,246671.65000000002
7,2024-10-09,3880105,84027,46.0,2.8435832918402446,f,38728.0,-84.0,10.7,SSA,388,1,5,41500.0,4.842223508530731,65125.36666790489,430553.081394572,508811.31999999995
7,2024-10-09,3350106,83742,47.0,2.9722637439216664,f,30525.0,-78.0,94.8,SSA,335,1,6,32000.0,5.611497289995454,16625.714533276216,391742.5923419469,377549.18
7,2024-10-09,120103,84111,43.0,3.3206404167197983,m,19614.0,-41.0,11.8,SSA,12,1,3,20500.0,5.285298232846062,53600.305737832095,239554.51040424104,251852.01000000004
7,2024-10-09,1880104,84158,39.0,2.4858524380222824,f,19286.0,-14.0,11.2,SSA,188,1,4,20000.0,4.326394131877874,31738.71634689448,184048.90134186507,225295.21
7,2024-10-09,3840215,84054,46.0,3.2904829467418253,m,36380.0,-140.0,13.4,SSA,384,2,15,40500.0,5.54505509952015,82862.60710172495,455942.06387898175,527655.58
7,2024-10-09,3840214,84053,46.0,2.7523570428148103,f,38074.0,-85.0,13.4,SSA,384,2,14,42400.0,4.700063983379299,53566.03402540117,418108.3484332369,988285.08
7,2024-10-09,3840211,84030,47.0,2.5660388013183737,f,39451.0,-109.0,13.4,SSA,384,2,11,44500.0,4.941649054644444,2235.883362044464,453412.9348133566,525773.13
7,2024-10-09,3820103,84099,42.0,2.8873917893880314,m,41039.0,-72.0,16.8,SSA,382,1,3,43000.0,4.770622971582231,89330.65886270942,444018.35921006475,512103.48000000004
7,2024-10-09,3010103,84121,41.0,2.407136191297591,f,30518.0,-27.0,16.0,SSA,301,1,3,31500.0,3.988478249717157,43996.48285369133,286651.3984156842,351076.41000000003
7,2024-10-09,3880101,84024,44.0,2.796871971434628,f,39800.0,-61.0,10.7,SSA,388,1,1,44500.0,4.409598874354104,84805.96338353283,416225.1222048722,492674.13999999996
7,2024-10-09,1970101,84518,40.0,2.6502015915712707,x,19392.0,-27.0,36.8,SSA,197,1,1,21000.0,4.5704645623567846,23473.792961976374,207844.79143416276,233396.42000000004
7,2024-10-09,2750104,84094,40.0,2.468861828060331,f,18965.0,-15.0,49.5,SSA,275,1,4,20000.0,4.2444362684109045,16753.154898293316,193992.50762751466,238608.68000000002
7,2024-10-09,3820209,84105,43.0,2.9431182698022056,m,40427.0,-85.0,16.8,SSA,382,2,9,43000.0,5.118475994650899,69280.1805949462,466255.29116716905,464221.5899999999
7,2024-10-09,3880106,84023,46.0,3.445610177154208,m,39426.0,-146.0,10.7,SSA,388,1,6,42000.0,5.130029966465039,154649.3465105776,456796.320916435,533745.68
7,2024-10-09,2970104,84118,39.0,2.438698965989352,f,32125.0,-23.0,25.4,SSA,297,1,4,33000.0,3.9065310535805406,56095.72269802331,296527.03977709485,329927.6599999999
7,2024-10-09,1970102,84519,40.0,2.5972661802356276,x,18474.0,-27.0,36.8,SSA,197,1,2,21000.0,4.573792791086818,14860.764214088238,201105.7470428539,230115.74
7,2024-10-09,3840106,84035,47.0,3.2045964628271166,x,39657.0,-173.0,13.4,SSA,384,1,6,42500.0,5.678671771230119,111499.83357168728,460508.3197787464,1081827.0000000002
7,2024-10-09,3820102,84098,42.0,2.558479008314721,f,42825.0,-43.0,16.8,SSA,382,1,2,44000.0,4.322284050453748,64709.31168976275,428451.14106361906,501379.4099999999
7,2024-10-09,3820101,84097,42.0,2.507906914437802,x,40904.0,-77.0,16.8,SSA,382,1,1,43500.0,4.249863657384473,92378.12313953112,369349.87021163444,1025968.26
7,2024-10-09,1700205,83817,44.0,3.0243972977158977,m,29903.0,-75.0,39.6,SSA,170,2,5,31500.0,5.317635760830009,49487.98783304414,357575.9364905427,391564.29
7,2024-10-09,3820204,84100,42.0,2.45672774837737,f,20611.0,-22.0,16.8,SSA,382,2,4,22500.0,4.2227942296003524,22215.47531711642,205695.4305966323,265359.01
7,2024-10-09,3880102,84025,44.0,3.032035345622402,m,37989.0,-103.0,10.7,SSA,388,1,2,43500.0,4.829317614872272,91782.51544706075,426660.6268955065,483770.67
7,2024-10-09,3010101,84119,41.0,2.3725742110642947,f,30435.0,-27.0,16.0,SSA,301,1,1,31500.0,3.7754943236890868,50941.36938231054,274072.6724256413,332738.30000000005
7,2024-10-09,3820207,84103,43.0,3.015427641319157,m,40565.0,-85.0,16.8,SSA,382,2,7,43000.0,5.282312691387423,71693.92835449468,478872.09268327773,971303.2999999999
7,2024-10-09,2930102,84512,39.0,2.3073462841532333,m,20822.0,-25.0,30.3,SSA,293,1,2,21500.0,3.690665695878021,33356.59355606907,182887.4894871334,239235.77000000002
7,2024-10-09,1880101,84159,39.0,2.1934591829591805,f,18609.0,-14.0,11.2,SSA,188,1,1,20000.0,3.630194097011124,27505.40793727967,156216.7788552493,455928.52
7,2024-10-09,3820208,84104,43.0,2.5547005769850846,f,42430.0,-50.0,16.8,SSA,382,2,8,44000.0,4.630060947256655,37914.88726529258,449975.2633468361,481664.11999999994
7,2024-10-09,2930101,84511,39.0,2.153010321388745,f,21954.0,-16.0,30.3,SSA,293,1,1,22500.0,3.3443394462715257,32690.512829192565,180059.10304036152,231782.99
7,2024-10-09,3820206,84102,43.0,2.5352855184103333,f,42225.0,-50.0,16.8,SSA,382,2,6,44000.0,4.631254845839835,33497.51220275299,448345.4797952054,455849.24
7,2024-10-09,1880102,84157,39.0,2.561791728144155,m,17950.0,-22.0,11.2,SSA,188,1,2,19000.0,3.9823869213410656,50843.45554682409,156131.25545554023,462313.66
7,2024-10-09,3010102,84120,41.0,2.543371306129621,m,27896.0,-44.0,16.0,SSA,301,1,2,30500.0,3.962031689069794,56589.200984182826,262756.2357028366,369988.4
7,2024-10-09,190101,84076,42.0,2.6852420642785613,f,20930.0,-21.0,44.6,SSA,19,1,1,22000.0,4.532289016623355,32318.667348811985,220647.0585916697,267776.82
7,2024-10-09,3820205,84101,42.0,2.773582615219184,m,17847.0,-36.0,16.8,SSA,382,2,5,21500.0,4.6899184911626355,25034.43441405025,197765.64591705904,263238.14
7,2024-10-09,2970101,84095,39.0,2.547206997079059,m,20213.0,-25.0,25.4,SSA,297,1,1,21500.0,3.9698044053345045,42642.40522449056,189099.20911435699,222374.27999999997
7,2024-10-09,1880103,84160,39.0,2.849931964801857,m,17858.0,-22.0,11.2,SSA,188,1,3,19000.0,5.2307317331886205,34778.62828913654,194295.64841933292,231219.51
7,2024-10-09,190104,84079,42.0,3.097670697848596,m,30186.0,-52.0,44.6,SSA,19,1,4,31000.0,4.875054743773083,87160.22745627898,333711.57341506606,392691.81
7,2024-10-09,1700102,83814,44.0,2.8233421721900895,x,19560.0,-53.0,39.6,SSA,170,1,2,21500.0,5.161068433949084,37159.73586755787,211406.06670150187,250233.53999999998
7,2024-10-09,3900101,84145,40.0,2.677022365694152,m,30475.0,-41.0,44.4,SSA,390,1,1,32000.0,3.8714513303469027,85844.86847675272,281356.86845522356,360372.24000000005
7,2024-10-09,3840107,84036,47.0,2.8093292648804105,f,40597.0,-108.0,13.4,SSA,384,1,7,44000.0,5.165636953715104,33935.40824919182,479405.17283954966,539938.77
7,2024-10-09,3010104,84122,41.0,2.84738425720725,m,28953.0,-44.0,16.0,SSA,301,1,4,30500.0,4.4043039825779005,77442.94929226447,293620.91481928126,347566.35
7,2024-10-09,1700203,83815,44.0,2.6843678251973047,f,30800.0,-44.0,39.6,SSA,170,2,3,32500.0,4.849350614204284,28691.6453046737,343444.41379668884,365252.56000000006
7,2024-10-09,3350105,83754,47.0,3.9986427091254213,m,29076.0,-130.0,94.8,SSA,335,1,5,31000.0,6.87097370431875,78567.56301315466,444739.11086964427,406223.79000000004
7,2024-10-09,3010206,84124,40.0,2.7782569078451305,m,28771.0,-39.0,16.0,SSA,301,2,6,30500.0,4.718886576735188,51019.011966357066,308760.4539933937,351475.6099999999
7,2024-10-09,3840105,84034,47.0,3.209367112456193,x,39113.0,-175.0,13.4,SSA,384,1,5,42900.0,5.686464564576383,107782.50264938944,457218.91673922597,521723.0
