,data_peso_predito,idGalpao,nroLote,day,peso_predito,sexo,qtde,mort,km,idIntegrador,granja,nucleo,aviario,qtdInicial,consumo,lucro,custo,custoAlimentar
7,2024-10-09,120102,84110,43.0,2.6866541462541993,f,20832.0,-25.0,11.8,SSA,12,1,2,21500.0,4.222714640449304,43208.11206970597,208705.56259592247,243038.45
7,2024-10-09,3900102,84146,40.0,2.4724860425729354,f,31713.0,-25.0,44.4,SSA,390,1,2,33000.0,3.800810945837525,62791.89389123261,290131.29046515527,358195.30000000005
7,2024-10-09,1540101,84060,44.0,2.5989390498824334,f,20546.0,-29.0,39.6,SSA,154,1,1,21200.0,4.70564143879458,18128.85028232573,222214.6552543733,245533.84
7,2024-10-09,3350104,83741,47.0,3.2999077207229854,f,28728.0,-73.0,94.8,SSA,335,1,4,30000.0,5.913735440352857,41749.18794957694,384944.4823036087,336530.87000000005
7,2024-10-09,2750101,84090,40.0,2.907547081736172,m,18512.0,-26.0,49.5,SSA,275,1,1,20000.0,4.955552126578939,24433.130112914805,217830.9964956124,249548.62
7,2024-10-09,190102,84077,42.0,2.972545542884412,m,19980.0,-35.0,44.6,SSA,19,1,2,21000.0,4.7521605187643,49121.99343631737,218198.96778436692,273947.48999999993
7,2024-10-09,3840216,84055,46.0,2.791868181602508,x,37710.0,-145.0,13.4,SSA,384,2,16,41800.0,4.910777065735763,83219.84826169326,390651.50416447263,2146549.8400000003
7,2024-10-09,2100102,84144,41.0,2.2774261613481253,f,20537.0,-18.0,10.9,SSA,210,1,2,21500.0,3.687683465917668,28697.769872233242,181820.7564690714,222649.76000000004
7,2024-10-09,3350102,83752,48.0,4.040251606266278,m,27577.0,-150.0,94.8,SSA,335,1,2,29800.0,6.952760631866335,73146.21897641773,428346.2824991515,384473.14
7,2024-10-09,2100101,84143,41.0,2.3163663054521253,x,19617.0,-31.0,10.9,SSA,210,1,1,21000.0,3.704274350011181,45537.624852503795,158988.5254685548,227650.08000000002
7,2024-10-09,2750102,84091,40.0,2.582514599856994,x,18673.0,-25.0,49.5,SSA,275,1,2,20000.0,4.577403459631785,16449.96761417514,200603.08373503143,529464.84
7,2024-10-09,1990104,84083,43.0,2.8059222511096062,x,10068.0,-22.0,12.7,SSA,199,1,4,10700.0,4.6570811233514915,29070.008054172198,98083.3554798238,506006.9
7,2024-10-09,3840104,84021,48.0,2.92109615686763,f,40197.0,-132.0,13.4,SSA,384,1,4,44500.0,5.427099545570484,29904.545591711532,498599.7336897426,527009.44
7,2024-10-09,1990101,84080,43.0,2.7063729168666892,f,21211.0,-25.0,12.7,SSA,199,1,1,22000.0,4.503775977884546,38583.86588613526,219795.48071827146,254649.22
7,2024-10-09,3350110,83746,46.0,2.7121544831321778,f,30531.0,-64.0,94.8,SSA,335,1,10,32000.0,4.949780947495225,21421.25915932277,351283.0939894901,375279.42999999993
7,2024-10-09,2750103,84093,40.0,2.435375128665262,x,17092.0,-25.0,49.5,SSA,275,1,3,20000.0,4.305732186820234,7374.84324489921,179981.22483295994,244767.07
7,2024-10-09,1700204,83816,44.0,3.0255418991003205,m,30121.0,-75.0,39.6,SSA,170,2,4,31500.0,5.338673761799235,49308.06613362755,360878.63015651866,388318.57
7,2024-10-09,3840210,84039,47.0,3.334909125560134,m,39400.0,-182.0,13.4,SSA,384,2,10,43500.0,5.991952588706622,64684.516915327986,526726.2664660309,1074507.5000000002
7,2024-10-09,1990102,84081,43.0,3.1189766134178782,m,20036.0,-42.0,12.7,SSA,199,1,2,21000.0,5.087759420916541,52547.29644989822,228728.36478451098,258096.97999999998
7,2024-10-09,2970102,84096,39.0,2.3168881349926584,f,21334.0,-16.0,25.4,SSA,297,1,2,22500.0,3.8320000436831374,23349.76194013079,199127.87817504135,203657.44
7,2024-10-09,1700101,83813,44.0,2.973136745592285,x,20574.0,-53.0,39.6,SSA,170,1,1,21500.0,5.432802864413597,46036.528232226585,229286.56040034778,261661.56000000003
7,2024-10-09,1700206,83818,44.0,2.5578727688076177,f,31547.0,-44.0,39.6,SSA,170,2,6,32500.0,4.660556140465692,25001.267104400846,338198.8811769194,371335.19
7,2024-10-09,3350107,83743,47.0,3.343916765626553,m,28434.0,-130.0,94.8,SSA,335,1,7,31000.0,6.178418956007533,29052.911789431237,398906.3510520969,376703.10000000003
7,2024-10-09,3010205,84123,40.0,2.1185032426773556,f,29783.0,-24.0,16.0,SSA,301,2,5,31500.0,3.8034496117537215,12738.247691339115,271254.06703570613,325916.02999999997
7,2024-10-09,1990103,84082,43.0,2.932216398355411,m,19283.0,-42.0,12.7,SSA,199,1,3,21000.0,4.8716737374571295,39848.19739969968,214647.02417180306,268386.6699999999
7,2024-10-09,3880103,84026,46.0,3.1973553407406317,m,38432.0,-146.0,10.7,SSA,388,1,3,42000.0,5.928669097202179,47273.82359119988,505812.4792183033,1072957.42
6,2024-10-10,2490103,84115,41.0,2.3341147358865952,m,19855.0,-30.0,16.6,SSA,249,1,3,21000.0,3.844387977283583,27935.340785407316,180658.31942730132,237093.68
6,2024-10-10,3010311,84129,41.0,2.8332176598627767,m,29032.0,-46.0,16.0,SSA,301,3,11,32000.0,4.65692487003622,58052.66097319999,312172.4809570138,344716.74000000005
6,2024-10-10,3880106,84023,47.0,3.532807068318791,m,39250.0,-176.0,10.7,SSA,388,1,6,42000.0,5.361066478076108,150713.5367996522,473407.1743195857,533745.68
6,2024-10-10,3840211,84030,48.0,2.623045243192685,f,39319.0,-132.0,13.4,SSA,384,2,11,44500.0,5.153410462832353,-5010.656961189059,469223.6141040255,525773.13
6,2024-10-10,2970102,84096,40.0,2.393555375114885,f,21317.0,-17.0,25.4,SSA,297,1,2,22500.0,4.027519367771084,22654.7737120268,207001.63939886255,203657.44
6,2024-10-10,3010101,84119,42.0,2.443520348831229,f,30404.0,-31.0,16.0,SSA,301,1,1,31500.0,3.960104267863863,49902.51318763103,284489.346691446,332738.30000000005
6,2024-10-10,2490102,84114,41.0,2.3276955038971865,f,21300.0,-19.0,16.6,SSA,249,1,2,22000.0,3.730826831542426,33479.7740742552,189679.41988852315,224948.12
6,2024-10-10,2970104,84118,40.0,2.5187158865419645,f,32100.0,-25.0,25.4,SSA,297,1,4,33000.0,4.105449049076306,55532.210983340454,308377.1496076043,329927.6599999999
6,2024-10-10,2970101,84095,40.0,2.6402677008621014,m,20185.0,-28.0,25.4,SSA,297,1,1,21500.0,4.180777227759248,42975.619957629475,196899.78978446926,222374.27999999997
6,2024-10-10,3010207,84125,41.0,2.600887033605671,f,27962.0,-25.0,16.0,SSA,301,2,7,30000.0,4.753876018512304,22626.690306227596,304713.05024857406,326664.60000000003
6,2024-10-10,2930102,84512,40.0,2.3925369180623695,m,20794.0,-28.0,30.3,SSA,293,1,2,21500.0,3.887770183621966,33531.42992833385,190395.17751819047,239235.77000000002
6,2024-10-10,3840212,84031,48.0,3.542132315522904,m,39992.0,-219.0,13.4,SSA,384,2,12,43500.0,6.687125372813389,51005.48320325767,586592.4737830686,560815.78
6,2024-10-10,2750101,84090,41.0,3.007576004481096,m,18483.0,-29.0,49.5,SSA,275,1,1,20000.0,5.209371229907494,23444.621506827796,226761.5903291715,249548.62
6,2024-10-10,2590102,84531,40.0,2.759342862979195,x,30544.0,-41.0,16.4,SSA,259,1,2,32000.0,3.868804971566537,124140.183930703,255210.2552684682,332134.9100000001
6,2024-10-10,3010206,84124,41.0,2.874350338145494,m,28727.0,-44.0,16.0,SSA,301,2,6,30500.0,4.961184004461795,50143.680794971064,321510.47040476813,351475.6099999999
6,2024-10-10,3840210,84039,48.0,3.415466484795271,m,39181.0,-219.0,13.4,SSA,384,2,10,43500.0,6.255280814369051,56704.56938126951,545625.517544507,1074507.5000000002
6,2024-10-10,2750102,84091,41.0,2.6652640413723403,x,18643.0,-30.0,49.5,SSA,275,1,2,20000.0,4.806147095267356,15152.032203363487,208495.98516903026,529464.84
6,2024-10-10,3880105,84027,47.0,2.9085551273377126,f,38627.0,-101.0,10.7,SSA,388,1,5,41500.0,5.052945318024948,59707.6822514488,445974.0815739871,508811.31999999995
6,2024-10-10,3010208,84126,41.0,3.0095279103299033,m,26921.0,-43.0,16.0,SSA,301,2,8,30000.0,5.186123170003717,49895.49176987505,314773.28166395996,348003.82
6,2024-10-10,1540101,84060,45.0,2.6658156918208418,f,20511.0,-35.0,39.6,SSA,154,1,1,21200.0,4.918959733578142,15773.438021749695,230334.69597112303,245533.84
6,2024-10-10,3010205,84123,41.0,2.1859961168388975,f,29756.0,-27.0,16.0,SSA,301,2,5,31500.0,3.9934610368890797,11027.283171864692,281747.01536555006,325916.02999999997
6,2024-10-10,3010310,84128,41.0,2.424084715059778,f,31070.0,-28.0,16.0,SSA,301,3,10,33000.0,4.007047278266224,44098.24987548089,294900.47087269893,341059.6599999999
6,2024-10-10,2750103,84093,41.0,2.514108391999429,x,17062.0,-30.0,49.5,SSA,275,1,3,20000.0,4.521819256721507,6268.5317225494655,186805.09222415902,244767.07
6,2024-10-10,120103,84111,44.0,3.4188075480579765,m,19565.0,-49.0,11.8,SSA,12,1,3,20500.0,5.537835517206839,52107.08966235109,248960.16285722112,251852.01000000004
6,2024-10-10,2590101,84530,40.0,2.9290867346149114,x,21716.0,-29.0,16.4,SSA,259,1,1,22500.0,4.206893923063093,93018.04373061823,193281.77819694908,240406.92
6,2024-10-10,2750104,84094,41.0,2.5463636135572174,f,18948.0,-17.0,49.5,SSA,275,1,4,20000.0,4.454863836896863,15641.59624446684,201524.89212685253,238608.68000000002
6,2024-10-10,3010309,84127,41.0,2.6817226524235815,m,28402.0,-46.0,16.0,SSA,301,3,9,32000.0,4.2630100881048305,56600.49319468788,286223.96357569186,357033.61
6,2024-10-10,3880101,84024,45.0,2.8678088769956296,f,39726.0,-74.0,10.7,SSA,388,1,1,44500.0,4.609845812496617,81795.07530704734,430988.4407822779,492674.13999999996
6,2024-10-10,3880107,84028,45.0,2.4555803887568337,f,38968.0,-74.0,10.7,SSA,388,1,7,44500.0,4.390172936595154,21447.491904818045,409248.9518026144,1023436.22
6,2024-10-10,2930101,84511,40.0,2.2251450047237573,f,21937.0,-17.0,30.3,SSA,293,1,1,22500.0,3.5166010534573724,32635.15349793408,187072.18636684734,231782.99
6,2024-10-10,190104,84079,43.0,3.1943072354048225,m,30125.0,-61.0,44.6,SSA,19,1,4,31000.0,5.114224371336945,86215.03226710891,346909.47083792393,392691.81
6,2024-10-10,2490104,84116,41.0,2.737246804532812,m,20685.0,-31.0,16.6,SSA,249,1,4,21500.0,4.4574668841424865,43935.10708268895,210911.28855038833,243587.85000000003
6,2024-10-10,3010102,84120,42.0,2.627622045977833,m,27845.0,-51.0,16.0,SSA,301,1,2,30500.0,4.1630965144725,55909.08553232293,273411.69201968476,369988.4
6,2024-10-10,3010104,84122,42.0,2.94116003178819,m,28902.0,-51.0,16.0,SSA,301,1,4,30500.0,4.626520524128012,76823.85618219612,305785.48179938283,347566.35
6,2024-10-10,3010103,84121,42.0,2.479306134945418,f,30487.0,-31.0,16.0,SSA,301,1,3,31500.0,4.182787904417528,42570.00169253879,297645.31252596166,351076.41000000003
6,2024-10-10,2100206,84150,42.0,3.021554209749005,m,19265.0,-34.0,10.9,SSA,210,2,6,20500.0,5.370597355620091,31366.38874714161,230637.90982337482,243224.65
6,2024-10-10,3010312,84130,41.0,2.40590154846403,f,31537.0,-28.0,16.0,SSA,301,3,12,33000.0,3.989110959204508,44620.66502611182,296892.3369936176,334112.42000000004
6,2024-10-10,1970101,84518,41.0,2.7348651641466826,x,19361.0,-31.0,36.8,SSA,197,1,1,21000.0,4.79900367317818,22292.365646315215,216034.3440718255,233396.42000000004
6,2024-10-10,3820102,84098,43.0,2.630840810438394,f,42775.0,-50.0,16.8,SSA,382,1,2,44000.0,4.527579410189638,61768.18522529438,444748.3194896325,501379.4099999999
6,2024-10-10,3840107,84036,48.0,2.8710831366503697,f,40467.0,-130.0,13.4,SSA,384,1,7,44000.0,5.385478773333761,27029.271396037948,495915.45853399026,539938.77
6,2024-10-10,1970102,84519,41.0,2.680307652790117,x,18443.0,-31.0,36.8,SSA,197,1,2,21000.0,4.8025499735699375,13583.109349447623,208914.43674642936,230115.74
6,2024-10-10,3820101,84097,43.0,2.580717833154948,x,40813.0,-91.0,16.8,SSA,382,1,1,43500.0,4.454378113250125,90712.03961652226,383364.05338089034,1025968.26
6,2024-10-10,1990101,84080,44.0,2.778973153495245,f,21181.0,-30.0,12.7,SSA,199,1,1,22000.0,4.71267345238494,36928.3093813904,228006.98868779634,254649.22
6,2024-10-10,3900101,84145,41.0,2.7699869421834165,m,30429.0,-46.0,44.4,SSA,390,1,1,32000.0,4.072769172386004,86801.8567939995,292578.1281253105,360372.24000000005
6,2024-10-10,3350110,83746,47.0,2.774865725896409,f,30453.0,-78.0,94.8,SSA,335,1,10,32000.0,5.1651982403245436,16890.267809590616,363457.67195461516,375279.42999999993
6,2024-10-10,1990102,84081,44.0,3.2114974946565304,m,19986.0,-50.0,12.7,SSA,199,1,2,21000.0,5.331602746251673,51241.21105218763,237655.42411366498,258096.97999999998
6,2024-10-10,3880103,84026,47.0,3.2788832823256633,m,38256.0,-176.0,10.7,SSA,388,1,3,42000.0,6.193696480257059,39891.93153266609,524699.8202451102,1072957.42
6,2024-10-10,3350107,83743,48.0,3.42537027566565,m,28278.0,-156.0,94.8,SSA,335,1,7,31000.0,6.448365676974034,23089.367148633406,412889.2884207515,376703.10000000003
6,2024-10-10,1700101,83813,45.0,3.050197452565536,x,20511.0,-63.0,39.6,SSA,170,1,1,21500.0,5.679911625375799,43797.88465577451,237796.37771724776,261661.56000000003
6,2024-10-10,3350106,83742,48.0,3.0369317902585853,f,30430.0,-95.0,94.8,SSA,335,1,6,32000.0,5.848892668501332,10805.51232621615,405149.15620722086,377549.18
6,2024-10-10,1990104,84083,44.0,2.882401532244968,x,10041.0,-27.0,12.7,SSA,199,1,4,10700.0,4.875377258227259,28505.285426864022,101763.52880064401,506006.9
6,2024-10-10,3350105,83754,48.0,4.093558119998654,m,28920.0,-156.0,94.8,SSA,335,1,5,31000.0,7.168869746394631,72333.92247519875,460520.1169622565,406223.79000000004
6,2024-10-10,190102,84077,43.0,3.0655427893133798,m,19938.0,-42.0,44.6,SSA,19,1,2,21000.0,4.985721836431398,48375.616593524406,226729.0687985947,273947.48999999993
6,2024-10-10,2100101,84143,42.0,2.3877390730649353,x,19580.0,-37.0,10.9,SSA,210,1,1,21000.0,3.8878344425516285,45089.08673264319,165341.35492615888,227650.08000000002
6,2024-10-10,3350104,83741,48.0,3.3702344516416596,f,28639.0,-89.0,94.8,SSA,335,1,4,30000.0,6.162738432195943,36258.244428551756,398178.9257884535,336530.87000000005
6,2024-10-10,2100102,84144,42.0,2.3460152413854036,f,20516.0,-21.0,10.9,SSA,210,1,2,21500.0,3.86827998583227,27940.043581460603,188696.9063824149,222649.76000000004
6,2024-10-10,3820103,84099,43.0,2.977707117612743,m,40954.0,-85.0,16.8,SSA,382,1,3,43000.0,5.005090934327487,86871.94833999121,462020.5785035089,512103.48000000004
6,2024-10-10,3840215,84054,47.0,3.3745239595033096,m,36210.0,-170.0,13.4,SSA,384,2,15,40500.0,5.793696651901597,77549.91245228064,472434.0856415598,527655.58
6,2024-10-10,1880104,84158,40.0,2.5672081302043632,f,19271.0,-15.0,11.2,SSA,188,1,4,20000.0,4.5454178924361734,31067.25087851344,191609.22723662102,225295.21
6,2024-10-10,3820204,84100,43.0,2.526665253936938,f,20585.0,-26.0,16.8,SSA,382,2,4,22500.0,4.423401903211972,20744.143718724255,213359.18682084145,265359.01
6,2024-10-10,3840105,84034,48.0,3.279676159165949,x,38909.0,-204.0,13.4,SSA,384,1,5,42900.0,5.929752843159287,100897.04169604607,473470.70577007654,521723.0
6,2024-10-10,1700203,83815,45.0,2.7533606642516637,f,30746.0,-54.0,39.6,SSA,170,2,3,32500.0,5.068809122578819,25064.656377071515,355966.71987377905,365252.56000000006
6,2024-10-10,3840216,84055,47.0,2.857706704843641,x,37540.0,-170.0,13.4,SSA,384,2,16,41800.0,5.12727815946719,78562.34829629876,404297.32366263744,2146549.8400000003
6,2024-10-10,3840104,84021,49.0,2.9814276326043325,f,40039.0,-158.0,13.4,SSA,384,1,4,44500.0,5.652643866297799,21940.45717590832,515359.1306233755,527009.44
6,2024-10-10,1700204,83816,45.0,3.1116396184004604,m,30031.0,-90.0,39.6,SSA,170,2,4,31500.0,5.588445119513947,45980.32117493369,374618.54668527556,388318.57
6,2024-10-10,3900102,84146,41.0,2.5498587757119338,f,31685.0,-28.0,44.4,SSA,390,1,2,33000.0,3.9906956080008475,62349.01726065599,301297.0139025993,358195.30000000005
6,2024-10-10,3820209,84105,44.0,3.0305138928354447,m,40325.0,-102.0,16.8,SSA,382,2,9,43000.0,5.363803518367623,65670.1177914177,484376.7149599628,464221.5899999999
6,2024-10-10,1700205,83817,45.0,3.110391685948357,m,29813.0,-90.0,39.6,SSA,170,2,5,31500.0,5.56642467820866,46215.75212112733,371162.4609855086,391564.29
6,2024-10-10,1700102,83814,45.0,2.89669921470248,x,19497.0,-63.0,39.6,SSA,170,1,2,21500.0,5.396567374955151,34309.99053233769,219892.73706299553,250233.53999999998
6,2024-10-10,3840214,84053,47.0,2.8157235020848943,f,37970.0,-104.0,13.4,SSA,384,2,14,42400.0,4.9053233307296935,48643.21417108335,432572.2950340263,988285.08
6,2024-10-10,3840106,84035,48.0,3.27492483255288,x,39454.0,-203.0,13.4,SSA,384,1,6,42500.0,5.921476421386463,104618.49697729677,476950.69145298284,1081827.0000000002
6,2024-10-10,3820208,84104,44.0,2.6234331933540123,f,42370.0,-60.0,16.8,SSA,382,2,8,44000.0,4.853086798334831,32795.71525324171,467512.3294220035,481664.11999999994
6,2024-10-10,1700206,83818,45.0,2.6237384773413472,f,31493.0,-54.0,39.6,SSA,170,2,6,32500.0,4.871896364224501,21363.967559157405,350550.94323780923,371335.19
6,2024-10-10,3820207,84103,44.0,3.104889316471798,m,40463.0,-102.0,16.8,SSA,382,2,7,43000.0,5.544729396469805,67152.58187820978,498322.16511399526,971303.2999999999
6,2024-10-10,1880101,84159,40.0,2.266604729368837,f,18594.0,-15.0,11.2,SSA,188,1,1,20000.0,3.816163107432963,27285.165903827263,162410.59686498935,455928.52
6,2024-10-10,190101,84076,43.0,2.7609206700386313,f,20905.0,-25.0,44.6,SSA,19,1,1,22000.0,4.746764744349268,30816.44350565967,228967.98327315666,267776.82
6,2024-10-10,3820206,84102,44.0,2.6037393895116474,f,42165.0,-60.0,16.8,SSA,382,2,6,44000.0,4.854688034094249,28320.237067494018,465829.5707182785,455849.24
6,2024-10-10,1880102,84157,40.0,2.6553871119595693,m,17926.0,-24.0,11.2,SSA,188,1,2,19000.0,4.193924723024749,51097.181513311545,163152.53111650003,462313.66
6,2024-10-10,3820205,84101,43.0,2.86085632610832,m,17804.0,-43.0,16.8,SSA,382,2,5,21500.0,4.920523028516427,23970.69608698142,205286.325734195,263238.14
6,2024-10-10,1880103,84160,40.0,2.9532886939139096,m,17834.0,-24.0,11.2,SSA,188,1,3,19000.0,5.503991821670103,34159.27075735474,202903.67574588553,231219.51
6,2024-10-10,3880102,84025,45.0,3.117733468859423,m,37864.0,-125.0,10.7,SSA,388,1,2,43500.0,5.056614875915779,88916.85189548606,442425.56825659826,483770.67
6,2024-10-10,3350102,83752,49.0,4.131622365035482,m,27398.0,-179.0,94.8,SSA,335,1,2,29800.0,7.24821539840124,66330.80452925328,443174.2466678936,384473.14
6,2024-10-10,1990103,84082,44.0,3.0193992077326697,m,19233.0,-50.0,12.7,SSA,199,1,3,21000.0,5.105730423875797,38489.588251097564,222892.95618431576,268386.6699999999
6,2024-10-10,3090101,83825,47.0,3.4364645424426907,m,18427.0,-86.0,40.5,SSA,309,1,1,20500.0,6.005042590958029,35480.98135158958,249539.13693669564,276510.44999999995
6,2024-10-10,3880104,84022,47.0,2.8479138040431717,f,40958.0,-106.0,10.7,SSA,388,1,4,43500.0,5.290855522113619,35420.99924180808,489597.48674877896,515312.95999999996
6,2024-10-10,2100207,84151,42.0,3.007002565722316,m,17969.0,-34.0,10.9,SSA,210,2,7,20500.0,5.346357996867171,25000.80615991517,218200.95763477765,246671.65000000002
6,2024-10-10,2370101,84089,42.0,2.5984533947977084,f,19282.0,-20.0,38.6,SSA,237,1,1,21000.0,4.59420692897377,13597.396554414037,211917.90943714682,239444.75
6,2024-10-10,3010416,84134,41.0,2.8207580870702396,m,29983.0,-46.0,16.0,SSA,301,4,16,32000.0,4.549549131978641,67210.33685127011,313460.79169927596,364462.52999999997
6,2024-10-10,2370102,84092,42.0,2.947248613637715,m,19326.0,-33.0,38.6,SSA,237,1,2,20000.0,5.018130756308498,28857.41095018279,227512.91775875553,254636.33000000005
6,2024-10-10,1540102,84061,45.0,3.179579854539079,m,19570.0,-59.0,39.6,SSA,154,1,2,20500.0,5.8240357115543535,27253.39510266544,252818.52916507193,256881.12
6,2024-10-10,3010415,84133,41.0,2.4693228470921427,x,29947.0,-49.0,16.0,SSA,301,4,15,32500.0,4.05395789490439,70266.1751171439,262577.4245525658,689808.3600000001
6,2024-10-10,3090102,83826,47.0,3.017061752058206,f,20076.0,-53.0,40.5,SSA,309,1,2,21500.0,5.474266828939215,17559.148638470302,255068.81469770646,263645.43000000005
6,2024-10-10,120102,84110,44.0,2.75855549881304,f,20803.0,-29.0,11.8,SSA,12,1,2,21500.0,4.41932250190959,41863.171882152965,216432.2495360234,243038.45
6,2024-10-10,3840213,84052,47.0,3.1369269786696057,m,37153.0,-174.0,13.4,SSA,384,2,13,41500.0,5.417789980752918,66703.20814865618,457871.4542726857,519704.54
6,2024-10-10,3010414,84132,41.0,2.742018716621374,m,30446.0,-46.0,16.0,SSA,301,4,14,32000.0,4.4399278158887645,65303.85863260168,310455.38317738916,353427.5900000001
6,2024-10-10,3840209,84038,48.0,2.8682550872874764,f,36235.0,-132.0,13.4,SSA,384,2,9,44500.0,5.486048719533359,-1345.1354805155424,469139.57059898117,499240.48
6,2024-10-10,2450102,84033,45.0,2.9356341785964166,x,19155.0,-59.0,35.7,SSA,245,1,2,20000.0,5.308185948828864,-2678.613793312252,255779.17297556793,220398.52
6,2024-10-10,190103,84078,43.0,2.812298812093963,f,31378.0,-37.0,44.6,SSA,19,1,3,32000.0,4.75487994133108,55936.16694954707,341251.48192905856,370442.24999999994
6,2024-10-10,3010413,84131,41.0,2.337178290328289,f,31470.0,-28.0,16.0,SSA,301,4,13,33000.0,3.8339533455458925,43456.024249126494,287597.0303365108,342756.58
6,2024-10-10,2490101,84113,41.0,2.177098367118844,f,21939.0,-19.0,16.6,SSA,249,1,1,22500.0,3.690703978373034,21526.54779610157,193456.3404079661,216428.33000000002
6,2024-10-10,2450101,84032,47.0,3.2711865267568077,m,17776.0,-80.0,35.7,SSA,245,1,1,19000.0,5.5386092704772585,52349.28674836058,209377.61451166964,238734.93000000002
6,2024-10-10,3880108,84029,45.0,2.8726663620412007,m,40065.0,-125.0,10.7,SSA,388,1,8,43500.0,5.015763299841509,60897.26597995713,457138.0274761513,514442.61
6,2024-10-10,2970103,84117,40.0,2.8763900468748944,m,30758.0,-41.0,25.4,SSA,297,1,3,32000.0,4.4886267568346705,82298.9539358971,315913.54084716574,340358.47000000003
6,2024-10-10,3350101,83751,49.0,3.4392382990368398,f,29979.0,-112.0,94.8,SSA,335,1,1,31400.0,6.443260255756825,29101.603406047798,434973.66386963346,372177.19
6,2024-10-10,3090104,83828,47.0,3.4734035895891084,m,18495.0,-84.0,40.5,SSA,309,1,4,20000.0,6.073265708716507,38264.23469534778,250882.70315656922,266506.36
6,2024-10-10,2100103,84147,42.0,2.8845508991652618,f,20409.0,-21.0,10.9,SSA,210,1,3,21500.0,4.796198025838329,41576.64900212889,223400.8186519594,218757.44000000003
6,2024-10-10,2100205,84149,42.0,2.779075630315045,m,18726.0,-34.0,10.9,SSA,210,2,5,20500.0,4.956048102557928,22323.15295435302,211913.25415565816,231664.9
6,2024-10-10,3840108,84037,48.0,3.2528061543910525,m,38428.0,-217.0,13.4,SSA,384,1,8,43000.0,5.967972075482068,46915.96141682088,515703.7944723073,535274.22
6,2024-10-10,2100204,84148,42.0,2.3967162704026737,f,20716.0,-21.0,10.9,SSA,210,2,4,21500.0,4.211698763919465,20168.552290458232,203307.7822432775,230134.92
6,2024-10-10,3090103,83827,47.0,3.01583991051977,f,19249.0,-51.0,40.5,SSA,309,1,3,21000.0,5.457404615965382,16144.70985304928,245146.90301856608,255024.27
5,2024-10-11,3350101,83751,1.0,0.0,f,0.0,0.0,94.8,SSA,335,1,1,31400.0,0.0,0.0,0.0,0.0
5,2024-10-11,3010101,84119,43.0,2.51282998735751,f,30368.0,-36.0,16.0,SSA,301,1,1,31500.0,4.149119245442729,48327.6562340231,295141.9481393609,332738.30000000005
5,2024-10-11,3350105,83754,49.0,4.1858983036496635,m,28733.0,-187.0,94.8,SSA,335,1,5,31000.0,7.4730779774834275,66480.1387032874,474870.5065271174,406223.79000000004
5,2024-10-11,3010205,84123,42.0,2.252080242152629,f,29725.0,-31.0,16.0,SSA,301,2,5,31500.0,4.188101402951446,8826.437990630453,292484.38848550856,325916.02999999997
5,2024-10-11,3820208,84104,45.0,2.6904075879901628,f,42297.0,-73.0,16.8,SSA,382,2,8,44000.0,5.081429391092086,26760.031400729902,485436.528640509,481664.11999999994
5,2024-10-11,3010415,84133,42.0,2.5449656346977116,x,29890.0,-57.0,16.0,SSA,301,4,15,32500.0,4.253826637975133,69778.89790294331,272607.77381489356,689808.3600000001
5,2024-10-11,3820207,84103,45.0,3.1923941624505545,m,40340.0,-123.0,16.8,SSA,382,2,7,43000.0,5.8135584810000935,61457.145947725105,518186.9475424374,971303.2999999999
5,2024-10-11,3010310,84128,42.0,2.49661327428977,f,31038.0,-32.0,16.0,SSA,301,3,10,33000.0,4.202224340264429,42638.917146490596,306143.0453696433,341059.6599999999
5,2024-10-11,190103,84078,44.0,2.887478015132845,f,31334.0,-44.0,44.6,SSA,19,1,3,32000.0,4.9745455015790085,53208.22839291784,354025.3104109849,370442.24999999994
5,2024-10-11,190101,84076,44.0,2.8347732018297847,f,20875.0,-30.0,44.6,SSA,19,1,1,22000.0,4.966188209269038,28882.036824369367,237468.64671310424,267776.82
5,2024-10-11,3010414,84132,42.0,2.832509896545475,m,30392.0,-54.0,16.0,SSA,301,4,14,32000.0,4.663896091650829,64547.49284086755,322923.97629105364,353427.5900000001
5,2024-10-11,3840209,84038,49.0,2.927963727972288,f,36077.0,-158.0,13.4,SSA,384,2,9,44500.0,5.714286979062146,-9329.039494898927,484779.33500556607,499240.48
5,2024-10-11,3880102,84025,46.0,3.2014580798343903,m,37713.0,-151.0,10.7,SSA,388,1,2,43500.0,5.28914300028627,84946.38871224417,458488.99641789537,483770.67
5,2024-10-11,3840106,84035,49.0,3.3430493839565134,x,39218.0,-236.0,13.4,SSA,384,1,6,42500.0,6.1693621543233235,96842.78161371284,493273.0244270566,1081827.0000000002
5,2024-10-11,3010311,84129,42.0,2.9266717179054016,m,28978.0,-54.0,16.0,SSA,301,3,11,32000.0,4.891199686052036,56717.6773136963,325008.05046592746,344716.74000000005
5,2024-10-11,3350104,83741,49.0,3.4383916045186043,f,28532.0,-107.0,94.8,SSA,335,1,4,30000.0,6.416860324883433,29931.98089628463,411634.9749635372,336530.87000000005
5,2024-10-11,2970104,84118,41.0,2.5970953957744825,f,32072.0,-28.0,25.4,SSA,297,1,4,33000.0,4.309294752825054,54396.26553912228,320510.2244041674,329927.6599999999
5,2024-10-11,3840104,84021,1.0,0.0,f,0.0,0.0,13.4,SSA,384,1,4,44500.0,0.0,0.0,0.0,0.0
